Starting new session 8/19/2025 8:17:58 PM
phase:2
phase 0 reward frequency:0
Log format is
SessionTime(seconds)	EventType	(when relevant)x	y	z	r	
Event types: p=mouseposition 	 u=user initiated reward 	 r=reward 	 n=new trial 	 t=target position 	 h=target hit 	 d=decoy 	 m=miss 	 e=session ended
Time zero at: 20:17:58.975
20:17:58.982	n	1
20:17:58.984	t	1	0.5	-0.02605981	-60	-30
20:17:58.986	s	1
20:18:01.074	p	-0.02699065	0.4999999	0.05642793	89.65078
20:18:01.123	p	-0.007213682	0.4999999	0.04322354	89.62477
20:18:01.150	p	-0.00806576	0.4999999	0.03804826	89.61207
20:18:01.173	p	-0.009382069	0.4999999	0.05497695	89.68093
20:18:01.198	p	0.02053115	0.4999999	0.07064412	89.69366
20:18:01.217	p	0.02053115	0.4999999	0.07064412	89.69366
20:18:01.238	p	0.01314977	0.4999999	0.07429065	89.56973
20:18:01.260	p	0.0138014	0.5	0.06889682	89.63719
20:18:01.281	p	0.01814198	0.4999999	0.04949634	89.62392
20:18:01.324	p	0.02658698	0.5	0.02818432	89.55027
20:18:01.351	p	0.0365487	0.5	0.03220358	89.63245
20:18:01.354	p	0.0365487	0.5	0.03220358	89.63245
20:18:01.378	p	0.01981974	0.5	0.02758324	89.54408
20:18:01.399	p	0.01995242	0.5	0.04702279	89.52544
20:18:01.418	p	0.01782838	0.4999999	0.0524799	89.58759
20:18:01.438	p	0.02206746	0.4999999	0.04928309	89.58933
20:18:01.458	p	0.03124702	0.4999999	0.05995952	89.54578
20:18:01.462	p	0.03124702	0.4999999	0.05995952	89.54578
20:18:01.483	p	0.03994548	0.4999999	0.05829143	89.52194
20:18:01.503	p	0.03748399	0.4999999	0.05092989	89.53999
20:18:01.524	p	0.02173674	0.4999999	0.0492892	89.48
20:18:01.546	p	0.03024244	0.4999999	0.04920091	89.48475
20:18:01.567	p	0.03232861	0.4999999	0.05391883	89.49779
20:18:01.570	p	0.03232861	0.4999999	0.05391883	89.49779
20:18:01.595	p	0.03441656	0.4999999	0.04621369	89.3912
20:18:01.617	p	0.03837264	0.4999999	0.0335404	89.42956
20:18:01.636	p	0.04793155	0.4999999	0.01677174	89.42266
20:18:01.658	p	0.05443752	0.4999999	0.01324847	89.36995
20:18:01.678	p	0.04971525	0.5	0.01700906	89.37679
20:18:01.682	p	0.04971525	0.5	0.01700906	89.37679
20:18:01.702	p	0.06884989	0.5	0.006275794	89.43529
20:18:01.724	p	0.07274351	0.5	0.005408325	89.42506
20:18:01.745	p	0.06214797	0.5	0.003985423	89.3595
20:18:01.766	p	0.06206337	0.5000001	-0.004971851	89.34544
20:18:01.787	p	0.04641154	0.5	-0.01342447	89.25204
20:18:01.790	p	0.04641154	0.5	-0.01342447	89.25204
20:18:01.812	p	0.04954627	0.4999999	-0.01656462	89.31335
20:18:01.835	p	0.04888493	0.4999999	-0.02091547	89.34183
20:18:01.858	p	0.05431113	0.4999999	-0.02064582	89.42926
20:18:01.879	p	0.0510017	0.4999999	-0.01539481	89.35199
20:18:01.900	p	0.04267356	0.4999999	-0.009756971	89.36364
20:18:01.903	p	0.04267356	0.4999999	-0.009756971	89.36364
20:18:01.925	p	0.05058378	0.4999999	-0.01452325	89.29591
20:18:01.947	p	0.05224112	0.4999999	-0.02656394	89.34753
20:18:01.968	p	0.06235173	0.4999999	-0.01841134	89.52578
20:18:01.988	p	0.0620859	0.4999999	-0.01698794	89.5974
20:18:02.008	p	0.07064965	0.4999999	-0.008341542	89.60921
20:18:02.011	p	0.07064965	0.4999999	-0.008341542	89.60921
